eastings,northings,crag_id,name_crag
222605.89587516064,754546.5733158819,387,Buachaille Etive Mor
221526.33610920663,755149.6021100237,402,Creag A'Bhancair
248196.33687008498,720119.6254836406,11385,Creag Nan Seichean
273576.371029672,727084.993630293,398,"Glen Lednock, Balnacoul Castle"
283959.8808591274,749952.963787991,394,Weem Crags
275235.12559641665,726813.0673905796,2726,"Glen Lednock, Creag na h-Iolaire"
219770.92289677807,771386.4825715293,650,Aonach Beag
277205.98180961463,692230.1177929974,162,Cambusbarron Quarry (aka Thorntons Quarry)
277137.4208164534,692009.3443444349,1197,Cambusbarron West Quarry (aka Fourth Quarry)
276189.7485118507,689363.7349589297,161,North Third
203454.22750588323,701442.8188699791,586,Dun Leacainn
255746.04972164144,681536.4382356885,194,Slackdhu
296288.37836081185,699075.1438421033,3249,Dollar Quarry
233712.52380244862,713641.904955818,11961,Creagan Tom Dubh
250253.35635948603,708237.6263266332,227,Ben A'an
289312.3541890448,731656.0238799286,23285,Sma' Glen - Newton Spur Crags
230693.6324909926,709415.0166919718,589,"Sub Station Crag, Loch Sloy"
225955.56635019984,705816.8722882958,594,The Cobbler
300896.28722352965,749742.2568466909,1941,Creag na h-Eighe
301048.7070605179,743168.6835121711,35,Polney Crag (Craig a Barns)
225715.09141035145,704489.4195566707,593,Glen Croe
301804.141121117,743930.4870079022,36,"Dunkeld, Cave Crag"
302384.04120310134,750375.5709188872,24653,Loch Ordie Crag
224477.35753592147,703091.383647336,601,The Brack
326520.68633622007,779500.3310966626,11534,Juanjorge
326316.5324656607,781730.782651787,11517,Diamond Slab
323409.0093635252,782562.7623766047,23,Creag an Dubh Loch
315518.5571348812,697872.6280198138,158,Benarty Hill
158971.5247926353,607566.2543039946,581,"Campsite Crag, Mull of Kintyre"
159479.03192538914,607538.5745966531,11827,"Port Crag, Mull of Kintyre"
195961.00734229098,641148.8405129211,278,Beinn Tarsuinn crag
197302.55347901292,642869.8474814878,301,Cir Mhor (South Face)
200001.20485078884,643971.3931228765,307,Cioch na-h-oighe
136132.26498435816,600280.7994483443,17029,Fair Head
134011.78741855716,598957.1369754362,1191,"Marconi's Cove, Fairhead"
247411.04455364362,655756.3645622653,225,Neilston Quarry
251026.30256546618,625444.3320087766,229,Mauchline Gorge
221979.22863901887,660513.5595219621,228,The Quadrocks
257594.0532953605,678912.9392120425,190,Dunglas
271902.2005821689,677127.1876004855,226,Auchinstarry Quarry
263116.0547070685,605560.6925306984,230,Glen Afton
214407.6850546945,687244.574164583,585,Creag Liath
246094.04410944151,587185.6577356738,231,Mullwharchar crag
246268.0638672907,584840.57075786,233,Dungeon of Buchan
312798.08124555874,670872.8874007198,12,Ratho Quarry
307011.21399539383,683686.2107216491,1319,Limekilns
246411.6577112829,581605.4975619231,11983,Snibe Hill
242066.50192354314,581534.7921947772,3961,Buchan West Crag
313370.11078383867,680658.652340452,156,North Queensferry Quarry
312491.5747566785,683459.7974227141,157,Rosyth Quarry
327985.28488808346,663245.5541504702,155,Roslin Glen
358207.72058387403,674535.0638344942,13,Traprain Law
358128.6879558596,620665.1402686301,11460,Fatlips Crag
327521.9946368956,672938.2757437301,13673,Arthur's Seat
327022.3545711627,672946.702835784,16,Salisbury Crags (Edinburgh)
320308.130217099,674735.4681637732,10281,Barnton Quarry (The Compound)
383913.457018206,670243.9120656372,164,Midden Crag (Fastcastle)
387101.1276946494,670455.7398526374,166,The Brander (Fastcastle)
393806.085924138,640279.2711432707,823,Berryhill
313779.8869620883,682431.7559693233,10926,Inverkeithing Quarry
389798.5488490795,621812.2165769456,9931,Bizzle crags
397705.5021908563,637047.8495321245,832,Goats Crag
404126.29865141533,639274.9075572705,837,Kyloe Crag (Kyloe Out)
406526.2204258598,633601.7829071716,822,Back Bowden Doors
406969.09379886865,632489.5206373278,824,Bowden Doors
392231.89971346146,604445.915165262,830,Drake Stone
409083.50391781784,615688.2464984806,11008,Titlington Mount
406498.51218881604,609228.922922185,10890,Callaly
396794.005144077,597206.4188981549,846,Sandy Crag
423380.4589639057,604388.8372609414,836,Jack Rock
412832.86050648004,610132.9547857539,827,Corby's Crag
407515.5910453916,607338.5934343198,826,Coe Crag
402511.97877694445,598652.5590309799,849,Simonside North Face
401305.0500671453,598763.3575998243,844,Ravensheugh Crag
153641.01003681717,562799.2219353004,1194,Ballygalley Head
204433.36865110396,574225.4411350577,11996,Finnart's Point
208584.18440468243,536270.4386492304,238,Laggantalluch
209005.76838260802,534024.0929353357,239,Crammag Head
139856.421269755,485382.2738111416,1166,Spellack
140809.20931461864,484882.3245696144,1189,Slievenaglogh Buttress
144156.18624442638,483914.2114956103,1163,Eagle Rocks
139591.61227841227,484170.3401794876,1153,Bearnagh Slabs
139768.36688356134,483825.72393347207,1151,Slieve Bearnagh
142482.4083898898,483226.8782219732,1155,Slieve Beg
132849.56651262793,484110.75555927027,1160,Hen Mountain
142140.5637480777,481796.09911187843,1156,Lower Cove
139512.11465741057,481609.46556995297,1162,Ben Crom
140819.66641282308,480420.3230200333,1149,Blue Lough Buttress
140356.57959113654,480334.870393379,10521,Binnian Lough Crag
141127.2206007947,480068.42412743554,1157,Douglas Crag
139998.896451193,479797.3665100171,8672,Binnian Jabberwock Tor
245868.72779024317,533954.2790357838,235,Burrow Head
265246.79360050266,543245.5868260245,234,Meikle Ross
226802.5893390664,550129.0986690164,3724,Garheugh Point
289091.07093604305,554730.7105892912,9050,Sandyhills
290882.91718182404,557136.0438961552,49,Clifton Crag
350532.25215281325,545286.1752704653,1259,Armathwaite
353081.94104769436,530791.6079549645,1304,Cowraik Quarry
367594.76060844195,566497.4534742286,1038,Walltown Quarry
367342.9062185282,567055.7238365262,1036,The Tipalt
341467.27642738644,520465.91683415975,483,Gowbarrow Crag
376559.92946632585,567887.9913602127,828,Crag Lough
332306.64432347054,521817.59060784907,442,Sandbed Ghyll Crags
332275.09146002703,519703.4910223965,443,Castle Rock of Triermain
330864.60906792496,520503.81584993587,17861,Yew Crag (Thirlmere)
373738.38396617665,522723.4434321433,20842,Murton Scar
327644.9846231312,521333.08659640315,740,Walla Crag
329682.10805492953,519297.74866129644,446,Iron Crag
316397.8339922498,514403.05243231147,8930,Raven Crag (Highstile)
317071.3332189554,512275.9996091677,519,Pillar Rock
385192.79724709946,586324.1519809389,825,Callerhues
412175.51962903875,548256.7139008695,17096,Knitsley
405389.6913962432,582407.256790031,856,Shaftoe Crags
404363.5650748062,588749.4276665433,845,Rothley Crag
399717.04519925325,598540.6404833822,12320,Lower Tosson
420428.02406446286,555964.8033412626,1040,Causey Quarry
321511.4995968654,514311.9192473452,376,Honister Crag
320930.86225332296,514433.2767926551,377,Moss Crags
317306.0727790864,514497.74792045716,380,Eagle Crag (Buttermere)
324402.2135691771,516822.770993053,8713,Knitting How
324526.05752100237,516486.82115816313,767,"Goat Crags, Borrowdale"
324653.6105288011,516373.40745521046,2466,Steel Knotts(Borrowdale)
324969.76553959097,515922.98977835,764,Castle Crag
323218.92179669626,515729.6367109477,431,Miners Crag
378684.76740731625,516688.48906771396,9813,Helbeck Wood Crag
322569.9278205015,515629.34839074675,440,Dale Head Crag
379524.7557485812,516462.05939811876,9814,Brough Scar
322288.26326446666,514298.5786848258,375,Buckstone How
391819.2554644535,587308.4227276712,831,East Woodburn
409797.12565601047,548918.6491922956,1041,Howns Gill Quarry
315565.35063946433,511413.27609186596,517,Haskett  Buttress
393212.35805336386,582186.9126795194,2122,Curtis Crag
392004.01712350984,583858.2277954771,852,Aid Crag
393278.1664432662,583522.2321076636,833,Great Wanney
330514.15251967765,518728.465899069,445,"Raven Crag, Thirlmere"
327178.2911077719,520450.18551837804,22254,Upper Falcon Crag
327178.2911077719,520450.18551837804,741,Lower Falcon Crag
328710.4853768354,519201.6094427557,16634,Paper Crag
326697.0504467436,518677.1953964095,746,Gowder Crag
326370.10418022005,518459.893212465,747,Shepherds Crag
327390.6056749236,517553.0960728701,742,Reecastle Crag
327000.71674779186,517448.04999943206,744,Caffell Side Crag
325904.702856397,517688.3890431726,749,Grange Crags (Car Park Crag)
326413.1446935983,517123.64321176265,748,Black Crag (Borrowdale)
325500.1917669251,516693.3378496397,751,Quayfoot Buttress
325625.94111549464,516468.68510957004,753,Bowderstone Crag
474644.4866340482,519808.2504437397,20547,Boulby Cliffs
484439.0116790327,514748.1619713699,20055,Maiden's Bluff
394433.43244420993,1138611.379981135,11783,Mucklabrek
447049.29714776855,1138572.9011308402,11769,Ness of Sound
451846.16802190256,1137300.7143565782,21039,Round Point
429976.0729997977,1140399.12297036,9452,Spoot Hellier
429932.7403028166,1166016.255524514,24307,Mutiny Wall - West Ness
429275.5007255615,1165454.0122102695,23844,Big Geo of Stromness
429882.4687851148,1172141.8973731974,10495,Nibon
441567.7549994491,1117010.3848468254,20767,Fogla Taing
440965.31562377565,1115889.8946302026,24308,Longi Wall
429587.82468136714,1181272.9683100984,3429,Ronas Voe
420488.29590294877,1178425.6733035177,415,Eshaness Lighthouse
421191.00469410175,1180434.5731883838,414,The Grind of Navir
322013.33985453966,1015676.7481697742,2961,Yesnaby
321779.14759835287,1015458.7514881378,4147,Castle of Yesnaby
